date,username,text,hashtags,mentions,retweets,favorites,to
2020-08-12 16:29:14+00:00,geortiz23,"- Use below link to Install Trust Wallet and get 100 $TWT token. - Use App to purchases $50 in crypto, you will get addition 250 $TWT. https://share.trustwallet.com/y45ZFaG P/s: If you have it installed, please update your wallet and click on the link @cctip_io draw 228500 VYA-OLD 50",,@cctip_io,1,1,
2020-08-12 15:23:21+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,23,4,
2020-08-12 14:23:19+00:00,gnna92lyf8,After trust wallet token #twt next coin market cap coin (CMC) @binance @cz_binance,#twt,@binance @cz_binance,0,0,TrustWalletApp
2020-08-12 13:41:44+00:00,czymeq, Airdrop : Trust Wallet (Round 2) Reward: 100 TWT (~$10) Referral: 250 TWT (~$25) Market: Binance Exchange Join Trust Wallet: http://bit.ly/TrustW Install Trust Wallet To get 100 TWT tokens for reward ! Done #BNB @cctip_io airdrop 16000000 CRU 80,#BNB #BNB,@cctip_io,21,4,
2020-08-12 12:40:25+00:00,aaron10863792,Trust Wallet airdrop of July 2020 - Claim free TWT crypto tokens with http://AirdropAlert.com Find the best Verified Free cryptocurrency Airdrops! https://airdropalert.com/trust-wallet-round-2-airdrop-airdrop,,,0,0,
2020-08-12 01:06:50+00:00,tituszsantiago,Announcing the new Trust Wallet referral program! Value: 500 TWT tokens ($50) Referral: 500 TWT Claim here: https://share.trustwallet.com/sGtFtB4 Reffer Reward again Start but new Condition,,,0,0,
2020-08-12 00:50:56+00:00,MRGINGE93188818,Please sig up and use Trust wallet And also you can earn 100 TWT TOKEN for free after Sign up https://share.trustwallet.com/ml7rFz,,,0,0,
2020-08-11 19:07:30+00:00,czymeq, Airdrop : Trust Wallet (Round 2) Reward: 100 TWT (~$10) Referral: 250 TWT (~$25) Market: Binance Exchange Join Trust Wallet: http://bit.ly/TrustW Install Trust Wallet To get 100 TWT tokens for reward ! Done #BNB @cctip_io airdrop 16000000 CRU 80,#BNB #BNB,@cctip_io,46,8,
2020-08-11 16:01:55+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,17,3,
2020-08-11 15:01:19+00:00,rupakpal,Save your #DOS tokens in Trust wallet and get 250 TWT token free using below link #cryptocurrencies #oracle #CryptoGiveaway #crypto #token https://share.trustwallet.com/0HS4bRe,#DOS #cryptocurrencies #oracle #CryptoGiveaway #crypto #token,,0,1,
2020-08-11 14:58:12+00:00,rupakpal,Use Trust wallet....its the safest option and you get free TWT tokens as well https://share.trustwallet.com/0HS4bRe,,,0,0,gaztwenty2
2020-08-11 11:53:11+00:00,Rektpronews,Get 250 TWT tokens (trust wallet tokens )when you sign up to Trust wallet using link below https://lnkd.in/ejjPk9C,,,0,0,
2020-08-11 11:52:01+00:00,Cryptoversity1,Get 250 TWT tokens (trust wallet tokens )when you sign up to Trust wallet using link below https://share.trustwallet.com/ZlV6uQN,,,0,0,
2020-08-11 01:33:48+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,17,3,
2020-08-10 20:48:52+00:00,TruthWithProof4,Hey @cz_binance @TrustWalletApp why trust wallet itself has no option to trade TWT?? This is very strange amd weires for me that there is app where all tokens are traded but not the TWT??,,@cz_binance @TrustWalletApp,0,0,
2020-08-10 20:35:16+00:00,coindelta24,Get 100 TWT ($2) #tokens Just download and get free 100 trust wallet token #bitcoin #Airdrop #ETH #free #defi #Binance https://share.trustwallet.com/3wmPpe7,#tokens #bitcoin #bitcoin #Airdrop #ETH #free #defi #Binance #Binance,,8,10,
2020-08-10 12:09:03+00:00,czymeq, Airdrop : Trust Wallet (Round 2) Reward: 100 TWT (~$10) Referral: 250 TWT (~$25) Market: Binance Exchange Join Trust Wallet: http://bit.ly/TrustW Install Trust Wallet To get 100 TWT tokens for reward ! Done #BNB @cctip_io airdrop 16000000 CRU 80,#BNB #BNB,@cctip_io,45,9,
2020-08-10 07:29:42+00:00,Cryptoversity1,Get 250 Trust token $TWT when you sign up with Trust Wallet here : https://share.trustwallet.com/ZlV6uQN,,,1,1,TrustWalletApp
2020-08-10 03:21:01+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,39,11,
2020-08-09 16:43:21+00:00,czymeq, Airdrop : Trust Wallet (Round 2) Reward: 100 TWT (~$10) Referral: 250 TWT (~$25) Market: Binance Exchange Join Trust Wallet: http://bit.ly/TrustW Install Trust Wallet To get 100 TWT tokens for reward ! Done #BNB @cctip_io airdrop 16000000 CRU 80,#BNB #BNB,@cctip_io,31,6,
2020-08-09 00:47:51+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,33,8,
2020-08-08 15:22:29+00:00,AbhishekManhar3,$TWT TRUST WALLET TOKEN FUCHER OF CRYPTO #TWT @TrustWalletApp,#TWT,@TrustWalletApp,0,0,TrustWalletApp
2020-08-08 14:34:39+00:00,amplifysk,Only #TWT (Trust wallet token),#TWT,,0,0,TrustWalletApp
2020-08-08 13:54:09+00:00,nhupham2000,TWT ( trust wallet token ),,,0,0,TrustWalletApp
2020-08-08 13:22:31+00:00,Katasandijuga1,$TWT trust wallet token,,,0,0,KakaHendrayana
2020-08-08 13:06:51+00:00,j2dy2dmac,"Download trust wallet app (owned by @binance), buy crypto and get 250 TWT tokens (trust wallet native token). ",,@binance,0,0,binance
2020-08-08 12:24:11+00:00,czymeq, Trust Wallet Airdrop Get 𝟭𝟬𝟬 𝗧𝗪𝗧 𝘁𝗼𝗸𝗲𝗻𝘀 5$Download App: http://bit.ly/TrustW Download &amp; Install Trust Wallet App ! To get 100 $TWT tokens for reward ! Done #TWT #BTC #ETH #XRP #TRX #BNB #CRO #Airdrop @cctip_io airdrop 9000000 CRU 90,#TWT #BTC #BTC #ETH #XRP #TRX #BNB #BNB #CRO #CRO #Airdrop,@cctip_io,27,5,
2020-08-08 12:12:28+00:00,CryptoShakil,Trust Wallet Token ( $TWT ) for now ,,,1,1,TrustWalletApp
2020-08-08 06:30:15+00:00,czymeq, Airdrop : Trust Wallet (Round 2) Reward: 100 TWT (~$10) Referral: 250 TWT (~$25) Market: Binance Exchange Join Trust Wallet: http://bit.ly/TrustW Install Trust Wallet To get 100 TWT tokens for reward ! Done #BNB @cctip_io airdrop 16000000 CRU 80,#BNB #BNB,@cctip_io,42,10,
2020-08-08 05:33:03+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,29,7,
2020-08-08 03:56:15+00:00,WiroSablengKW, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io draw 120000 RTGS 80 Join Link : https://share.trustwallet.com/FudN7UW,,@cctip_io,12,4,
2020-08-07 14:26:53+00:00,j2dy2dmac,"Download @TrustWalletApp, buy $50+ worth of crypto and we both get 250 $TWT tokens . Sweet deal right? *Trust Wallet was acquired by @binance On 2018 - now look at $bnb, or all IEOs with #binance #cryptocurrency #Bitcoin #ETHEREUM #Zilliqa $ftm https://share.trustwallet.com/E8bARAu",#binance #binance #cryptocurrency #Bitcoin #Bitcoin #ETHEREUM #Zilliqa,@TrustWalletApp @binance,0,2,
2020-08-07 14:16:50+00:00,dimaryoon,AIRDROP TRUST WALLET Reward : 250 TWT = (25$) Refferal: 250 TWT Market: Binance Soon Join Airdrop https://share.trustwallet.com/kLdG8HE Plus you can participate 10 Million Trust Wallet Token Giveaway with your TWT wallet looks like bnb19k0x9wfyfgw33drn7fkrgxvkmvcdnza6j8elfs ,,,1,1,binance
2020-08-07 14:13:47+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,25,4,
2020-08-07 14:04:16+00:00,EthereumShaper,"Hey Gang, Trust wallet is giving away 250 token to people who use this referral and buy $50 of TWT! #eth #btc #crypto #giveaway #airdrop ⁦@IrishGirlCrypt1⁩ ⁦@FIatEarthMaps⁩ ⁦@elonmusk⁩ ⁦@BinanceUS⁩ https://share.trustwallet.com/YeFowP4",#eth #btc #btc #crypto #giveaway #airdrop,@IrishGirlCrypt1 @FIatEarthMaps @elonmusk @BinanceUS,0,0,
2020-08-07 09:41:14+00:00,Crypto_nium,Trust wallet has launched a fiat gateway. They offer 250 trust wallet tokens (TWT) when you buy $50 worth of crypto. I see $twt to be a major player in the #binance ecosystem. No ICO yet Distribution through promotion only Buy here: https://share.trustwallet.com/tvWh3f,#binance #binance,,0,0,
2020-08-07 07:46:08+00:00,czymeq, Airdrop : Trust Wallet (Round 2) Reward: 100 TWT (~$10) Referral: 250 TWT (~$25) Market: Binance Exchange Join Trust Wallet: http://bit.ly/TrustW Install Trust Wallet To get 100 TWT tokens for reward ! Done #BNB @cctip_io airdrop 16000000 CRU 80,#BNB #BNB,@cctip_io,40,8,
2020-08-07 02:06:34+00:00,pengicrypto,$TWT Trust Wallet token,,,0,1,TheCryptomist
2020-08-07 02:06:25+00:00,hawkyb12,"Am holding $TWT, Trust wallet Tokens,I first held 1200 coins worth of $3.9, they have pumped to 21.67, before even Binance listing",,,0,0,blockchainshay
2020-08-06 21:40:46+00:00,Medgh96,"TRUST wallet airdrop Free 100 TWT + Reff 100 TWT Work right away, Events from the big wallet Listing : Binance Market Money already has a wallet, please download again to get a TWT Token reward (Don't Forget to back up first) Download Here: https://share.trustwallet.com/FpHiCY",,,0,0,
2020-08-06 17:18:19+00:00,BraveHolder,Trust Wallet Token $TWT has increased 3 times in less than a week. But there are no significant volumes. ,,,0,0,
2020-08-06 17:02:14+00:00,Kennykhoo18, Airdrop : Trust Wallet (Round 2) ★Reward: 100 TWT (~$10) ★Referral: 100 TWT (~$10) Market:Binance Stock Exchange approved Install Trust Wallet To get 100 TWT tokens for reward ! Done @cctip_io airdrop 120000 RTGS 80 Join Link : https://share.trustwallet.com/mijV625,,@cctip_io,33,5,
2020-08-06 14:04:00+00:00,gbhebe_blog,"I have a few wallets I use, but this has been the one I have used the longest. Use the link below and if you spend $50 or more on purchasing crypto, we both get 250 TWT (Trust Wallet Token), and it's value has consistently been promising https://share.trustwallet.com/jWqrVKg",,,0,0,
